方剂名称,方剂药物组成,主治,功效,日期,时间,备注：表格中不可出现合并单元格，不可出现特殊字符，否则将导致数据表无法正常展示。数据请填写在有相应列名的下方，无列名的区域内的数据将无法入库。时间格式填写时请选择正确的单元格格式：日期，具体时间格式请按照XXXX/XX/XX XX:XX书写，否则将无法入库。（为保障您上传的数据顺利入库，请选择2007及以上版本的office软件操作）
造化争雄膏,炼松香（用小竹甑1个，用粗麻布1层，用明肥松香放其上，安水锅上蒸之，俟松香溶化，淋下清净者，初倾入冷水中，又以别水煮2-3滚，又倾入水中，如此数次后，复用酒如前煮之，俟其不苦不涩为度；2次炼，不用铁锅尤妙），飞黄丹（用好酒，入水中淘去底下砂石，取净，候干，炒之），真麻油3斤，粉甘草4两（先熬数沸，后下药），官桂（去粗皮），远志（油浸1宿，去心，焙干，为末）6钱，菟丝子（淘去沙，酒煮极烂，捣成饼，为末）6钱，川牛膝（去芦，酒浸1宿，晒干，为末）6钱，鹿茸（去毛，酥炙黄）6钱，虎骨（酥炙黄）6钱，蛇床子（拣净，酒浸1宿，焙干）6钱，锁阳（酥炙）6钱，厚朴（去皮）6钱，淮生地（酒浸1宿，焙干）6钱，淮熟地（酒浸1宿，焙干）6钱，玄参（去芦头）6钱，天门冬（去心）6钱，麦门冬（去心）6钱，防风（去芦）6钱，茅香（拣净）6钱，赤芍药（酒浸洗）6钱，白赤芍（酒浸洗）6钱，当归（酒洗）6钱，白芷6钱，北五味子6钱，谷精草6钱，杜仲（去皮，锉，盐酒炒去丝）6钱，荜茇6钱，南木香6钱，车前子6钱，紫梢花6钱，川续断6钱，良姜6钱，黄蜂、穿山甲（锉，以灶灰炒，为末）2钱，地龙（去土，炙）4钱，骨碎补2钱，蓖麻子、杏仁（去皮尖）4钱，大附子2个（重2两，面裹火煨，去皮脐），木鳖子（去壳）40个（研，纸裹压去油），肉苁蓉（红色者，酒浸，去甲，焙）7钱，桑嫩枝7寸，槐嫩枝7寸，桃嫩枝7寸，李嫩枝7寸（1方有红蜻蜒10只）。,咳嗽吐痰，色欲过度，腰胯疼痛，两腿酸辛，行步艰难，下无不固，胞冷精寒，小便频数，遗精白浊，吐血鼻衄；妇人下寒，赤白带下，子宫冷痛，久不胎孕；恶毒痈疽顽疮，一切无名疔肿。,养精神，益气血，存真固精，龟健不困，肾海常盈，返老还童。,2021/5/19,2021/5/19 15:00,
铅丹丸,黑铅（铅汁入纸灰，以柳木椎同研成粉，罗过）1两。,胃反，呕吐哕逆。,,2021/5/19,2021/5/19 15:00,
铅丹丸,铅丹1两，白矾1两。,心痛及腹痛。,,2021/5/19,2021/5/19 15:00,
都气丸,六味地黄丸加五味子。,"肺肾两虚，咳嗽气喘，呃逆，滑精，腰痛。
肺虚身肿，肺气不能收摄，泻利喘咳，面色惨白，小便清利，大便时溏。肾水不固。伤肾咳嗽，气逆烦冤，俯仰不利。脉两尺洪盛或弦细而数，面时赤。",益肺之源，以生肾水。补肾纳气。,2021/5/19,2021/5/19 15:00,
都梁丸,白芷160两（用黄酒32两浸蒸晒干），川芎40两。,感冒风寒，头痛眩晕，鼻塞不通，身热倦怠。,散风止痛。,2021/5/19,2021/5/19 15:00,
都梁丸,香白芷大块（择白色新洁者，先以棕刷刷去尘土，用沸汤泡洗4-5遍）。,诸风眩晕，妇人产前产后乍伤风邪，头目昏重，及血风头痛，暴寒乍暖，神思不清，伤寒头目昏晕。,,2021/5/19,2021/5/19 15:00,
酒连汤,黄连2钱。,暑病发热呕恶。,,2021/5/19,2021/5/19 15:00,
通痹丸,川乌头（生，去皮脐）3两，五灵脂（炒，别研）3两，川当归（去芦，酒浸，焙）3两，草乌头（生，去皮尖）5两，没药（别研）2两，木鳖子（取肉，炒）2两，地龙（洗，去土）2两，白胶香（银器内熔过）1两，全蝎（麸炒）半两，朱砂（别研）半两，乳香（别研）1两半，麝香（别研）2钱。,中风，左瘫右痪，口眼斜，半身不遂，手足顽麻，语言謇涩及一切风疾。,,2021/5/19,2021/5/19 15:00,
通经饮,红花、归尾、寄奴、牛膝、紫菀、赤芍、甘草、苏木、官桂、白芷。,经事不通，寒热头疼。呕吐，咳嗽。,,2021/5/19,2021/5/19 15:00,
酒蒸黄连丸,黄连4两（以无灰好酒浸面上约1寸，以重汤熬干）。,胃肠积热，泻痢，消渴，反胃呕吐。暑毒伏深，及伏暑发渴者。酒痔下血。呕吐恶心，伤酒过多，脏毒下血，大便泄泻。消瘅。伤于酒，每晨起必泻，身热下痢鲜血，烦渴多渴，或伤热物过度。三消。一切热泻。嘈杂吞酸，噎膈反胃，吐酸、干呕、胃痛、挟虫者。酒瘅。砂疥。,治膈热，解酒毒。除热气，止烦渴，厚肠胃。,2021/5/19,2021/5/19 15:00,
酒癥丸,雄黄（拣）6个（如皂荚子大），巴豆（不去皮，不出油）15个，蝎梢15个。,饮酒过度，头旋恶心，呕吐不止；及酒积停于胃间，遇饮即吐，久而成癖。,,2021/5/19,2021/5/19 15:00,
酒癥丸,寒食面半斤，神曲3两，雄黄2钱，巴豆50个（去皮心膜，不去油）。,男子妇人一切酒食所伤，日久成积，心腹胀满，不思饮食，四支无力，时发寒热，涎痰咳嗽，两胁刺痛及肚里疼。,,2021/5/19,2021/5/19 15:00,
酒癥丸,白茯苓半两，木猪苓半两，蒲黄半两，神曲1两，白丁香1两，大麦糵1两，干葛1两，葛花1两（生用）。,酒癖引饮，唾涎，头痛背倦，小便赤数。,,2021/5/19,2021/5/19 15:00,
陷胸泻心汤,栝蒌仁4钱，仙半夏1钱5分，小川连8分，小枳实1钱，青子芩1钱，淡竹茹3钱。,痰躁。火痰郁遏胸隔，咳嗽不爽，胸中气闷，夜不得眠，烦躁不宁者。,豁痰降火。,2021/5/19,2021/5/19 15:00,
通神汤,土马鬃（焙干）2两，枳实（去瓤，麸炒）1两，白茯苓（去黑皮）1两，秦艽（去苗土）1两，甘草（炙，锉）1两，柴胡（去苗）1两，人参1两，生干地黄（焙）1两。,虚劳，咳嗽不止，肺气损伤，咯吐脓血，日渐痿瘦。,,2021/5/19,2021/5/19 15:00,
通神汤,升麻半两，犀角（镑）半两，龙胆半两，玄参半两，防风（去叉）半两，黄芩（去黑心）半两，羌活（去芦头）半两，苦竹叶3钱，甘草（炙，锉）1钱。,心脏壅盛，烦热，口舌生疮，头痛颊赤，心神不宁。,,2021/5/19,2021/5/19 15:00,
通神烟,沉香2钱，琥珀2钱，乳香2钱，没药2钱，藿香2钱，好茶2钱，泥菖叶2钱，百草霜2钱。,眼病或痛或不痛，生翳失明，头痛耳鸣。,,2021/5/19,2021/5/19 15:00,
通神散,白僵蚕7个（焙干，研末）。,风痰喉痹。中风，痰涎壅塞。,,2021/5/19,2021/5/19 15:00,
酒浸药仙方,甘菊花半两，防风（去芦头）半两，羌活半两，杜仲半两，牡蛎半两，瓜蒌根半两，牡丹皮半两，紫菀半两，菖蒲半两，人参半两，白蒺藜半两，牛蒡子半两，枸杞子半两，白花蛇2钱半，桔梗2钱半，吴白术2钱半，山茱萸2钱半，白茯苓2钱半，晚蚕砂（炒）2钱半，黄桂2钱半，远志（去心）2钱半，牛膝2钱半，虎胫骨3钱，牛蒡根3钱，干姜3钱，干地黄3钱，柏子仁3钱，狗脊（去毛，焙）3钱，天雄（去皮，炮）3钱，萆薢3钱，蛇床子3钱，黑附子3钱，肉苁蓉3钱，菟丝子3钱，续断3钱，芍药（去皮）3钱，石斛3钱。,中风。骨节疼痛，四肢浮肿，眼目昏暗，半身不遂，语言謇涩，口眼斜，中风失音。,,2021/5/19,2021/5/19 15:00,
通热汤,人参2两，白茯苓（去黑皮）1两，甘草（炙）1分，柴胡（去苗）1两，葛根（锉）1两，麻黄（去根节）1两，黄芩（去黑心）半两，石膏（碎）3两，五加皮（锉）半两。,胃气实热，头痛，汗不出，口中干燥。,,2021/5/19,2021/5/19 15:00,
通真丸,当归（去尾）、苍术（切、炒）、肉桂、防风、川芎、人参、白芍药、白薇（去土）、熟地黄（酒炒）、牡丹皮、茴香、白术、白茯苓、桔梗、附子（炮）、泽兰叶各等分。,血崩，经脉不匀，赤白带下；血风瘾疹瘙痒；冷气块筑心腹，呕逆反胃；肠风泻血，赤白痢，月信不止；血风劳倦，头疼眼花；月信不行，室女红脉不通；产后诸风，中风不语迷闷；胎漏下血，气刺心腹。,,2021/5/19,2021/5/19 15:00,
通神丹,五灵脂2两（初1日用姜汁压至初5日，调井花水，去粗滓），干蝎1分（如僵蚕制度），大川乌2两（去皮，研为细末），草乌3分（如川乌制度），没药半两（用井花水磨膏），天南星1分（用姜汁压1宿，晒干，碾罗为末），白僵蚕1分（洗过，碾末），朱砂3分（飞过，半入药，半作衣），麝香半分（用法酒发1宿，碾细），木香半两（碾末），轻粉1分，滴乳香半两（用井水磨为膏）。,卒中风，左瘫右痪，口眼斜，偏正头痛，夹脑风等；及小儿一切惊风。,,2021/5/19,2021/5/19 15:00,
崇土散,白术1两（切大片，以黄土半两，水1碗，煮1响，须洗去泥，焙），丁香3钱（生用），干姜1两（黄泥裹煨，10分干），草果半两（黄泥裹，煨干，去皮），人参半两（黄泥裹煨），缩砂（连皮）2两（黄土炒少时，去皮），粉草半两（黄泥裹煨干，去土，锉）。,脾土虚弱，肾水无畔岸，易致腹满，腹痛，时有泄泻之证。,,2021/5/19,2021/5/19 15:00,
铁液散,铁粉3钱，马牙消4钱，蛤粉1两。,小儿肺经积热，涎盛咳嗽，睡卧不安。,,2021/5/19,2021/5/19 15:00,
铁粉炼,铁粉。,胃痛，留饮呕吐。,,2021/5/19,2021/5/19 15:00,
铁粉散,铁粉1两（细研），金箔50片（细研），人参半两（去芦头），龙齿1两（细研），琥珀1两（细研如粉），犀角屑1两，赤茯苓1两，子芩1两，防风半两（去芦头），葳蕤半两，石膏1两，玄参半两，露蜂房1两（微炙），牛黄2分（细研），甘草半两（炙微赤，锉）。,心脏风热，头痛，面赤心烦，时多惊恐，精神错乱。,,2021/5/19,2021/5/19 15:00,
铁粉散,铁粉（研）4两，天麻1两，白僵蚕（直者，炒）1两，蝎梢（炒）1分，白附子（炮）半两，乌头（炮裂，去脐皮）3分，白花蛇（酒浸，去皮骨，炙）3分，桂（去粗皮）半两，麝香1分，龙脑1分，丹砂1两（3味同细研）。,中风涎潮搐溺，口眼斜，手足垂弹；破伤风、沐浴伤风、产后中风，及小儿惊风。,,2021/5/19,2021/5/19 15:00,
通变白虎加人参汤,生石膏2两（捣细），生杭芍8钱，生山药6钱，人参5钱（用野党参按此分量，若辽东真野参宜减半，至高丽参断不可用），甘草2钱。,下痢，或赤或白，或赤白参半，下重腹疼，周身发热，服凉药而热不休，脉象确有实热者。,,2021/5/19,2021/5/19 15:00,
铅丹丸,铅丹半钱，丹砂（研）2钱，巴豆7枚（去皮心，出油尽），杏仁7枚（汤退去皮尖双仁，研），乳香（研）1钱，砒霜半钱。,赤白痢腹痛不止。,,2021/5/19,2021/5/19 15:00,
铅丹散,铅丹2分，胡粉2分，栝楼根10分，甘草10分，泽泻5分，石膏5分，赤石脂5分，白石脂5分。,消渴，小便数，兼消中。心神烦闷，头痛。,,2021/5/19,2021/5/19 15:00,
铁精丸,铁精1两（细研），龙齿1两（细研），犀角屑1两，茯神1两，天竹黄3分，人参3分（去芦头），远志3分，防风3分（去芦头），麦门冬1两半（去心，焙），菖蒲3分，白鲜皮3分，龙脑半两（研入），生干地黄1两，金箔21片（研入），银箔21片（研入）。,妊娠中风，心神恍惚，狂言妄语，惊悸烦乱，不得睡卧。,,2021/5/19,2021/5/19 15:00,
通膈汤,射干1两，桑根白皮（炙，锉）1两，麻黄（去根节，汤煮掠去沫，焙）1分，甘草（炙）1分，槟榔（锉）半两，草豆蔻仁半两，郁李仁（麸炒，去皮）1两。,肺气喘急，烦闷，或时咳嗽。,,2021/5/19,2021/5/19 15:00,
通鼻散,葫芦壳（烧灰）、石钟乳、胆矾、冰片各等分。,杨梅结毒，毒入巅顶，头痛如破，鼻塞不通。,,2021/5/19,2021/5/19 15:00,
预服万灵丹,升麻（小者）3钱，葛根3钱，甘草3分，紫草茸1两，蝉蜕3钱，僵蚕（洗）3钱，连翘3钱，白附子（炒）3钱，山豆根5钱，全蝎（去毒）10枚，雄黄1钱半，麝香1钱，蟾酥1钱（好酒煮化）。,痘疹初发热者。,,2021/5/19,2021/5/19 15:00,
骊龙珠,白花蛇5钱（酥油炙），番木鳖1个（酥炙），半夏1钱5分，虎胫骨1两（酥炙），麻黄3钱（去节），乳香3钱，寒水石4两（盐泥固，火煅红），孩儿茶1钱5分，没药3钱。,中风。,,2021/5/19,2021/5/19 15:00,
铅霜丸,铅霜半两（细研），铁粉1两（细研），朱砂1两（细研，水飞过），麝香半分（细研），马牙消半两，人参3分（去芦头），羌活1分，芎藭1分，白茯苓1分，牛黄1分（细研），干蝎1分（微炒），龙胆1分（去芦头），大黄3分（锉碎，微炒）。,小儿惊痫发热，搐搦不定。,,2021/5/19,2021/5/19 15:00,
培补保元丸,本支地8两（拣6-7钱重1支者，有小直纹而无横纹，其色不纯黑，内有菊花黄心为佳，略洗，用玄砂仁4钱微炒研末，同米酒入砂锅内，以纸湿封数层，久蒸取出晒干，加酒再蒸，如是者9次，切勿用砂锅煮熟，以真汁耗也，最忌铁器。有谓用姜汁蒸者，姜入脾经，切不可依），枣皮4两（下部滑遗者加1两，酒蒸），淮山药（炒）4两，白云苓4两（去皮），粉丹皮1两6钱（酒浸，如血虚热燥者，加5-6钱），建泽泻1两2钱（淡盐水浸，如小便短涩，加5-6钱），当归3两（酒蒸），白芍2两半（煨，酒炒），杜仲3两（盐水炒），甘枸杞3两（酒蒸），菟丝子4两（淘净泥沙，酒蒸，晒干研末），北五味1两半（微炒）。,一切体弱脉虚，肾亏神倦，及失血，咳嗽，梦遗火炎，小便短赤，喉舌干燥。,,2021/5/19,2021/5/19 15:00,
铁埽丸,莎根香附子1两5钱，生玄胡索（勿炒）1两5钱，草乌1两，广木香1两，桃仁1两，川厚朴8钱，陈皮8钱，青皮8钱，乳香6钱，没药（去油净）6钱，原麝香3钱。,脘痛腹痛，痞结坚块，将为肚痈、肠痈。,消肿止痛。活血行气散结。,2021/5/19,2021/5/19 15:00,
铁弹丸,乌头（炮裂，去皮脐）4两，五灵脂4两，附子（炮裂，去皮脐）4两，狼毒半两，防风（去叉）2两，地龙（炒）2两，桂（去粗皮）1两半，虎骨（烧存性）1两，自然铜（煅，醋淬7遍）3两，乳香（研）半两，没药（研）3两半，麝香（研）3钱，龙脑（研）2钱，发灰半两，当归（切，焙）1两，芎藭1两，干蝎（去土沙）半两，海桐皮（锉）2两，天麻1两，白花蛇（酒浸，去皮骨，炙）半两。,一切风。瘫缓卒中，(疒帬)麻；皮肤风毒，结聚肿痛；偏头痛，夹脑风；妇人血风攻注，四肢或痒或痛，心腹刺痛。,,2021/5/19,2021/5/19 15:00,
铁弹丸,乳香（别研）1两，没药（别研）1两，川乌头（炮，去皮尖脐，为末）1两半，麝香（细研）1钱，五灵脂（酒浸，淘去沙石，晒干）4两（为末）。,卒暴中风，神志昏愦，牙关紧急，目睛直视，手足瘛疭，口面斜，涎潮语塞，筋攀骨痛，瘫痪偏枯，或麻木不仁，或瘙痒无常；及打扑伤损，肢节疼痛。,通经络，活血脉。,2021/5/19,2021/5/19 15:00,
铁弹丸,地龙（去土）1两，防风1两，白胶香1两，没药1两，木鳖（去皮）1两，草乌头（水浸，炮）1两，白芷1两，五灵脂1两，当归1两，细墨3钱，麝香（另研），乳香（另研）2钱，升麻2钱。,中风稍缓。,,2021/5/19,2021/5/19 15:00,
铁弹丸,白附子1两，没药（别研）1两，虎胫骨（酒浸1宿，炙干）1两，全蝎1两，乌头（炮，去皮尖）1两，麻黄（不去节）1两，自然铜（烧存性，醋浸1宿）1两，白花蛇（酒浸）半两，辰砂（别研）1分，五灵脂1分，木鳖子20个（去皮，别研，不入罗），脑1分，麝1分（别研），乳香（柳木捶研）1分。,男子、妇人一切风疾，无问远近。瘫痪中风，口眼斜，言语蹇涩，手足軃曳，难以称举，或发搐瘛，或如虫行，或失音不语，牙关紧急，脚不能行，身体顽麻，百节疼痛，精神不爽，头虚烦闷，夜卧不安，多涎，胸膈不利，口干眼涩，多困少力，如破伤风，身如角弓，口噤不开，作汗如油；及洗头风，脑重，眉梁骨痛，卒中不语迷闷；白癜风，遍身瘾疹，鼻多清涕，耳作蝉鸣；小儿惊风，天钓搐搦；妇人血风，手足烦热，夜多虚汗，头旋倒地。,,2021/5/19,2021/5/19 15:00,
铁弹丸,五灵脂、乌头（去皮脐并尖，并生用，各取净末）各等分。,偏风，卒中风。中风肢体痹，顽疼少力。,,2021/5/19,2021/5/19 15:00,
铁精散,铁精3两，茯苓3两，芎藭3两，桂心3两，猬皮（炙）3两。,惊恐妄言，或见邪魅，恍惚不自觉，发作有时，或如中风。,,2021/5/19,2021/5/19 15:00,
高良姜汤,高良姜（锉）半两，桂（去粗皮）1两，木瓜（干者，去瓤）2两。,乳石发，霍乱转筋及心腹痛。,,2021/5/19,2021/5/19 15:00,
高良姜羊肉汤,高良姜1两（锉），赤芍药1两（锉），当归1两（锉，微炒），羊肉1斤半（细切），桂心1两。,寒疝心腹痛，及胁肋里急，不下饮食。,,2021/5/19,2021/5/19 15:00,
高良姜酒,高良姜。,霍乱吐痢，腹痛气恶。乳石发，转筋气急。,,2021/5/19,2021/5/19 15:00,
高良姜散,高良姜半两（锉），桂心1两，木瓜2两（干者）。,霍乱。吐利过多，遍身筋转，及心腹痛。,,2021/5/19,2021/5/19 15:00,
高良姜散,高良姜半两（锉），人参半两（去芦头），赤芍药半两，甘草半两（炙微赤，锉），陈橘皮半两（汤浸，去白瓤，焙）。,小儿霍乱，心腹痛不止。,,2021/5/19,2021/5/19 15:00,
高良姜散,高良姜1分（锉），陈橘皮1分（汤浸，去白瓤，焙），人参半两（去芦头），草豆蔻1分（去皮），当归1分（锉碎，微炒），桂心1分。,小儿冷伤，脾胃气不和，心腹痛，不欲饮食。,,2021/5/19,2021/5/19 15:00,
